2379-6;104785;GST RBC-cCnc;MS C2 RC;60
20565-8;101434;CO2 Bld-sCnc;CO2;100
20565-8;107849;CO2 Bld-sCnc;MS DCO2;63
96824-8;101973;Coag Score SOFA;Score SAPS2;62
96824-8;101992;Coag Score SOFA;Score SOFA;100
96824-8;102764;Coag Score SOFA;Score ARDS;67
96824-8;102784;Coag Score SOFA;Score RASS;67
96824-8;102785;Coag Score SOFA;Score AIS;71
96824-8;102788;Coag Score SOFA;Score Apgar;69
96824-8;102791;Coag Score SOFA;Score BPS;71
96824-8;102792;Coag Score SOFA;Score CIWA;67
96824-8;102794;Coag Score SOFA;Score ComfortSkala;61
96824-8;102795;Coag Score SOFA;Score CRIB;67
96824-8;102796;Coag Score SOFA;Score DRS;71
96824-8;102798;Coag Score SOFA;Score GDS;71
96824-8;102800;Coag Score SOFA;Score Kuss;67
96824-8;102801;Coag Score SOFA;Score MAAS;67
96824-8;102802;Coag Score SOFA;Score MMS;71
96824-8;102803;Coag Score SOFA;Score MOF;71
96824-8;102804;Coag Score SOFA;Score mRS;71
96824-8;102806;Coag Score SOFA;Score NIHSS;62
96824-8;102807;Coag Score SOFA;Score NIPS;67
96824-8;102810;Coag Score SOFA;Score RSS;71
96824-8;102811;Coag Score SOFA;Score RTS;71
96824-8;102812;Coag Score SOFA;Score SAS;71
96824-8;102813;Coag Score SOFA;Score Lachs;62
96824-8;102815;Coag Score SOFA;Score VICS;67
96824-8;103444;Coag Score SOFA;Score DGAI;67
96824-8;103458;Coag Score SOFA;Score DGAI;67
96824-8;103506;Coag Score SOFA;Score DGAI;67
96824-8;103507;Coag Score SOFA;Score DGAI;67
96824-8;103509;Coag Score SOFA;Score DGAI;67
96824-8;103510;Coag Score SOFA;Score DGAI;67
96824-8;103511;Coag Score SOFA;Score DGAI;67
96824-8;103512;Coag Score SOFA;Score DGAI;67
96824-8;103518;Coag Score SOFA;Score DGAI;67
96824-8;103523;Coag Score SOFA;Score DGAI;67
96824-8;103527;Coag Score SOFA;Score DGAI;67
96824-8;103536;Coag Score SOFA;Score DGAI;67
96824-8;103538;Coag Score SOFA;Score DGAI;67
96824-8;103540;Coag Score SOFA;Score DGAI;67
96824-8;103543;Coag Score SOFA;Score DGAI;67
96824-8;103544;Coag Score SOFA;Score DGAI;67
96824-8;103545;Coag Score SOFA;Score DGAI;67
96824-8;103550;Coag Score SOFA;Score DGAI;67
96824-8;103551;Coag Score SOFA;Score DGAI;67
96824-8;103554;Coag Score SOFA;Score DGAI;67
96824-8;103556;Coag Score SOFA;Score DGAI;67
96824-8;103557;Coag Score SOFA;Score DGAI;67
96824-8;103558;Coag Score SOFA;Score DGAI;67
96824-8;103559;Coag Score SOFA;Score DGAI;67
96824-8;103560;Coag Score SOFA;Score DGAI;67
96824-8;103562;Coag Score SOFA;Score DGAI;67
96824-8;105222;Coag Score SOFA;Score NRS;71
96824-8;105223;Coag Score SOFA;Score BPS;71
96824-8;106651;Coag Score SOFA;Score UStix;62
96824-8;107969;Coag Score SOFA;Score Ramsay;67
96824-8;108395;Coag Score SOFA;Score FLACC;62
96824-8;108441;Coag Score SOFA;Score SOS;71
96824-8;108458;Coag Score SOFA;Score SOS;71
96824-8;108483;Coag Score SOFA;Score Thompson;62
96824-8;108680;Coag Score SOFA;Score NACA;67
96824-8;108684;Coag Score SOFA;Score ISS;71
96824-8;110976;Coag Score SOFA;Score FOUR;67
96824-8;117221;Coag Score SOFA;Score;100
96824-8;117225;Coag Score SOFA;Score Race;67
49141-5;110915;CEV IgM Titr Ser IF;MS Servoi I E;62
2128-7;103122;Citrate Ur-mCnc;Doku Citratloesung;61
2128-7;104975;Citrate Ur-mCnc;CRRT CitratBlut;60
2128-7;104996;Citrate Ur-mCnc;CRRT CitratBlut;60
2128-7;105007;Citrate Ur-mCnc;CRRT CitratLoesung;61
49310-6;104250;ANA Pat Ser-Imp;MS Servoi Pplat;60
26714-6;104803;PPA Mec-mCnt;MS C2 Ppeak;61
26714-6;110937;PPA Mec-mCnt;P MS MAC;60
19220-3;100807;O2 Ct BldV-sCnc;O2;100
19220-3;101624;O2 Ct BldV-sCnc;O2;100
19220-3;102198;O2 Ct BldV-sCnc;O2;100
33809-5;108157;Insulin sp10 p chal SerPl-aCnc;Insulin ja;82
33809-5;108158;Insulin sp10 p chal SerPl-aCnc;Insulin nein;74
39156-5;101473;BMI;BMI;100
39156-5;105045;BMI;BIS;67
39011-2;108718;MuV IgG CSF Ql;P CSF MS ICP;62
17443-3;110860;PPA Ur-mCnc;P RTX Min;60
2004-0;102721;Calcium Ur-sCnc;Calcium;100
2004-0;102743;Calcium Ur-sCnc;Calcium;100
2004-0;102749;Calcium Ur-sCnc;CalciumLoesung;62
2004-0;102763;Calcium Ur-sCnc;CalciumLoesung;62
2004-0;103054;Calcium Ur-sCnc;Calcium;100
2004-0;103062;Calcium Ur-sCnc;MS Calciumfluss;60
2004-0;103121;Calcium Ur-sCnc;Doku Calciuoesung;62
2004-0;104985;Calcium Ur-sCnc;CRRT Doku CalciumLoesung;62
2004-0;105006;Calcium Ur-sCnc;CRRT CalciumLoesung;65
2004-0;107934;Calcium Ur-sCnc;P ADS MS ADS Calcium postFilter;64
2004-0;107935;Calcium Ur-sCnc;P ADS MS ADS Calcium preFilter;64
14934-4;104889;Urate Ur-sCnc;IsoUF Rate;61
27834-1;108157;Insulin 1.5h p 75 g Glc PO SerPl-aCnc;Insulin ja;82
27834-1;108158;Insulin 1.5h p 75 g Glc PO SerPl-aCnc;Insulin nein;74
5883-4;101449;Virus Bld Cult;Blutverlusst;62
26459-8;104785;nRBC # CSF;MS C2 RC;62
72200-9;103158;FLUAV NA seg sequence ID Islt Seq;Na;100
72200-9;103190;FLUAV NA seg sequence ID Islt Seq;Na;100
72200-9;104882;FLUAV NA seg sequence ID Islt Seq;Na;100
72200-9;104898;FLUAV NA seg sequence ID Islt Seq;Na;100
72200-9;104923;FLUAV NA seg sequence ID Islt Seq;Na;100
72200-9;104938;FLUAV NA seg sequence ID Islt Seq;Na;100
72200-9;110787;FLUAV NA seg sequence ID Islt Seq;P Na;67
72200-9;110807;FLUAV NA seg sequence ID Islt Seq;P Na;67
12186-3;102040;COP Plas;p-CO;67
12186-3;107987;COP Plas;P C3 Plateau;60
24522-5;104973;Epineph/Creat Ur-sRto;CRRT Temperatur;61
24522-5;104994;Epineph/Creat Ur-sRto;CRRT Temperatur;61
51549-4;108626;Pigeon Feather IgG Ql;P Lifetherm Neigung;60
27867-1;108157;Insulin sp7 p chal SerPl-aCnc;Insulin ja;82
27867-1;108158;Insulin sp7 p chal SerPl-aCnc;Insulin nein;74
8302-2;103595;Body height;Besonderheit;61
8302-2;105082;Body height;G5 Body Wt;67
8302-2;108522;Body height;Besonderheit;61
8302-2;117218;Body height;G5 Body Weight;80
74468-0;103399;Quest frm def Doc;Defi Frequenz;60
19258-3;103888;pO2 temp adj BldV;Doku Temp;62
19258-3;105049;pO2 temp adj BldV;CRRT Temp;62
19258-3;105050;pO2 temp adj BldV;CRRT Temp;62
27852-3;108157;Insulin 5h p chal SerPl-aCnc;Insulin ja;82
27852-3;108158;Insulin 5h p chal SerPl-aCnc;Insulin nein;74
8048-1;104236;VZV IgM Ser-aCnc;MS Servoi Cdyn;60
14621-7;103258;Appearance Prt;ApneaRate;61
74105-8;1273;SaO2 % BldMV from pO2;SaO2;100
16285-9;104973;Creat/Prot Ur;CRRT Temperatur;64
16285-9;104994;Creat/Prot Ur;CRRT Temperatur;64
35066-0;110789;Blasts # Plr;P BasisNa;63
35695-6;104253;CEV IgM Titr Ser;Servoi I E;62
35695-6;104274;CEV IgM Titr Ser;Servoi I E;62
35695-6;110915;CEV IgM Titr Ser;MS Servoi I E;62
34917-5;107830;Plasma cell prec/leuk NFr Bld;PRec;100
43951-3;104789;CD2 Cells # Tiss;MS C2 TI;64
43951-3;104809;CD2 Cells # Tiss;C2 ETS;60
5232-4;108157;Insulin Ab Ser RIA-aCnc;Insulin ja;82
5232-4;108158;Insulin Ab Ser RIA-aCnc;Insulin nein;74
81114-1;104242;MVEV IgM Titr Ser;MS Servoi MVe;67
81114-1;104243;MVEV IgM Titr Ser;MS Servoi MVi;60
81114-1;104244;MVEV IgM Titr Ser;MS Servoi Mve;67
96790-1;101973;SOFA total score SOFA;Score SAPS2;62
96790-1;101992;SOFA total score SOFA;Score SOFA;100
96790-1;102764;SOFA total score SOFA;Score ARDS;67
96790-1;102784;SOFA total score SOFA;Score RASS;67
96790-1;102785;SOFA total score SOFA;Score AIS;71
96790-1;102788;SOFA total score SOFA;Score Apgar;62
96790-1;102791;SOFA total score SOFA;Score BPS;71
96790-1;102792;SOFA total score SOFA;Score CIWA;67
96790-1;102794;SOFA total score SOFA;Score ComfortSkala;71
96790-1;102795;SOFA total score SOFA;Score CRIB;67
96790-1;102796;SOFA total score SOFA;Score DRS;71
96790-1;102798;SOFA total score SOFA;Score GDS;71
96790-1;102800;SOFA total score SOFA;Score Kuss;67
96790-1;102801;SOFA total score SOFA;Score MAAS;67
96790-1;102802;SOFA total score SOFA;Score MMS;71
96790-1;102803;SOFA total score SOFA;Score MOF;71
96790-1;102804;SOFA total score SOFA;Score mRS;71
96790-1;102806;SOFA total score SOFA;Score NIHSS;62
96790-1;102807;SOFA total score SOFA;Score NIPS;67
96790-1;102808;SOFA total score SOFA;Score NORTON;64
96790-1;102810;SOFA total score SOFA;Score RSS;71
96790-1;102811;SOFA total score SOFA;Score RTS;71
96790-1;102812;SOFA total score SOFA;Score SAS;71
96790-1;102813;SOFA total score SOFA;Score Lachs;62
96790-1;102815;SOFA total score SOFA;Score VICS;67
96790-1;102816;SOFA total score SOFA;Score Waterlow;60
96790-1;102832;SOFA total score SOFA;Score Barthel;62
96790-1;103444;SOFA total score SOFA;Score DGAI;67
96790-1;103458;SOFA total score SOFA;Score DGAI;67
96790-1;103506;SOFA total score SOFA;Score DGAI;67
96790-1;103507;SOFA total score SOFA;Score DGAI;67
96790-1;103509;SOFA total score SOFA;Score DGAI;67
96790-1;103510;SOFA total score SOFA;Score DGAI;67
96790-1;103511;SOFA total score SOFA;Score DGAI;67
96790-1;103512;SOFA total score SOFA;Score DGAI;67
96790-1;103518;SOFA total score SOFA;Score DGAI;67
96790-1;103523;SOFA total score SOFA;Score DGAI;67
96790-1;103527;SOFA total score SOFA;Score DGAI;67
96790-1;103536;SOFA total score SOFA;Score DGAI;67
96790-1;103538;SOFA total score SOFA;Score DGAI;67
96790-1;103540;SOFA total score SOFA;Score DGAI;67
96790-1;103543;SOFA total score SOFA;Score DGAI;67
96790-1;103544;SOFA total score SOFA;Score DGAI;67
96790-1;103545;SOFA total score SOFA;Score DGAI;67
96790-1;103550;SOFA total score SOFA;Score DGAI;67
96790-1;103551;SOFA total score SOFA;Score DGAI;67
96790-1;103554;SOFA total score SOFA;Score DGAI;67
96790-1;103556;SOFA total score SOFA;Score DGAI;67
96790-1;103557;SOFA total score SOFA;Score DGAI;67
96790-1;103558;SOFA total score SOFA;Score DGAI;67
96790-1;103559;SOFA total score SOFA;Score DGAI;67
96790-1;103560;SOFA total score SOFA;Score DGAI;67
96790-1;103562;SOFA total score SOFA;Score DGAI;67
96790-1;105222;SOFA total score SOFA;Score NRS;71
96790-1;105223;SOFA total score SOFA;Score BPS;71
96790-1;106651;SOFA total score SOFA;Score UStix;62
96790-1;108395;SOFA total score SOFA;Score FLACC;62
96790-1;108441;SOFA total score SOFA;Score SOS;71
96790-1;108458;SOFA total score SOFA;Score SOS;71
96790-1;108680;SOFA total score SOFA;Score NACA;67
96790-1;108684;SOFA total score SOFA;Score ISS;71
96790-1;110743;SOFA total score SOFA;Score ComfortB an Skala;62
96790-1;110976;SOFA total score SOFA;Score FOUR;67
96790-1;117221;SOFA total score SOFA;Score;100
96790-1;117225;SOFA total score SOFA;Score Race;67
4307-5;103842;Meperidine Dose;Doku Triadyne mittePause;62
4307-5;103860;Meperidine Dose;Doku Triadyne Temp;61
47283-7;102040;PMV BldCo;p-CO;62
47283-7;107849;PMV BldCo;MS DCO2;62
49723-0;102916;Tea IgG-mCnc;MS G5 TE;60
2756-5;102037;pH Ur;p-SVR;60
2756-5;110800;pH Ur;P UFRate;62
2756-5;110857;pH Ur;P RTX;60
2756-5;117162;pH Ur;P UFRate;62
2026-3;101423;CO2 BldA-sCnc;CO2;100
2026-3;101434;CO2 BldA-sCnc;CO2;100
2026-3;107849;CO2 BldA-sCnc;MS DCO2;60
2748-2;110784;pH Fld;P Fluss;62
2748-2;110804;pH Fld;P Fluss;62
91120-6;104033;AT III PPP Chromo.no added heparin;NO;100
91120-6;110939;AT III PPP Chromo.no added heparin;P NO;67
14245-5;102883;PS IgG Ser-aCnc;PS;100
14245-5;104717;PS IgG Ser-aCnc;PS;100
26454-9;104785;RBC # CSF;MS C2 RC;67
26454-9;108716;RBC # CSF;P CSF MS LiquoGuard Liquorfluss;60
26454-9;108717;RBC # CSF;P CSF MS Pcsf;60
26454-9;108718;RBC # CSF;P CSF MS ICP;60
26454-9;108719;RBC # CSF;P CSF LiquoGuard Pset;60
26454-9;108720;RBC # CSF;P CSF Doku;60
26454-9;110940;RBC # CSF;P CSF MS LiquoGuard Fuellstand;60
26454-9;110941;RBC # CSF;P CSF LiquoGuard Vset;60
33790-7;102721;Calcium sp1 p chal Ur-sCnc;Calcium;100
33790-7;102743;Calcium sp1 p chal Ur-sCnc;Calcium;100
33790-7;103054;Calcium sp1 p chal Ur-sCnc;Calcium;100
33790-7;107934;Calcium sp1 p chal Ur-sCnc;P ADS MS ADS Calcium postFilter;60
33790-7;107935;Calcium sp1 p chal Ur-sCnc;P ADS MS ADS Calcium preFilter;62
17516-6;104786;Renin sup Plas-cCnc;MS C2 Rinsp;60
10923-1;102139;Bromelin IgE Qn;Abdomen Nieren;62
26607-2;104235;Cystathionin SerPl-sCnc;MS Servoi Cstatic;60
14417-0;102721;Calcium Prt-sCnc;Calcium;100
14417-0;102743;Calcium Prt-sCnc;Calcium;100
14417-0;102749;Calcium Prt-sCnc;CalciumLoesung;60
14417-0;102763;Calcium Prt-sCnc;CalciumLoesung;60
14417-0;103054;Calcium Prt-sCnc;Calcium;100
14417-0;103058;Calcium Prt-sCnc;CalciumFiltrat;60
14417-0;104962;Calcium Prt-sCnc;CRRT MS CalciumVolKum;65
14417-0;104968;Calcium Prt-sCnc;CRRT MS Calciumfluss;67
14417-0;104974;Calcium Prt-sCnc;CRRT CalciumFiltrat;63
14417-0;104995;Calcium Prt-sCnc;CRRT CalciumFiltrat;63
14417-0;107934;Calcium Prt-sCnc;P ADS MS ADS Calcium postFilter;61
14417-0;107935;Calcium Prt-sCnc;P ADS MS ADS Calcium preFilter;61
25447-4;108157;Insulin Free SerPl-sCnc;Insulin ja;82
25447-4;108158;Insulin Free SerPl-sCnc;Insulin nein;74
2753-2;102037;pH SerPl;p-SVR;62
2753-2;104267;pH SerPl;Servoi Phoch;60
2753-2;112017;pH SerPl;P SEF;62
50501-6;108157;Insulin sp1 SerPl-aCnc;Insulin ja;82
50501-6;108158;Insulin sp1 SerPl-aCnc;Insulin nein;74
12585-6;103265;Creat 2h Ur-mRate;MS BreathRate;60
12585-6;104108;Creat 2h Ur-mRate;Temperatur 2a;60
12585-6;104109;Creat 2h Ur-mRate;Temperatur 2b;60
12585-6;104973;Creat 2h Ur-mRate;CRRT Temperatur;62
12585-6;104994;Creat 2h Ur-mRate;CRRT Temperatur;62
12585-6;110930;Creat 2h Ur-mRate;P Temperatur Rektal;61
8478-0;101441;BP mean;Pmean;83
8478-0;103317;BP mean;MS Pmean;67
8478-0;104772;BP mean;MS Pmean;67
8478-0;107835;BP mean;MS Pmean;67
8478-0;117177;BP mean;P Weaning;62
39982-4;104961;Creat BS Ur-mCnc;CRRT MS UFR BFR;65
41647-9;101423;CO2 BldA Calc-sCnc;CO2;100
41647-9;101434;CO2 BldA Calc-sCnc;CO2;100
25362-5;102721;Calcium 24h Ur-sCnc;Calcium;100
25362-5;102743;Calcium 24h Ur-sCnc;Calcium;100
25362-5;103054;Calcium 24h Ur-sCnc;Calcium;100
14359-4;104714;Gram Stn Prt;T Rampe;63
51732-6;1273;SaO2 % BldC from pO2;SaO2;100
8051-5;104238;VEEV IgM Ser-aCnc;MS Servoi Vee;60
42206-3;108718;IgA CSF/SerPl;P CSF MS ICP;64
5677-0;104108;Lead 24h Ur-mRate;Temperatur 2a;60
5677-0;104109;Lead 24h Ur-mRate;Temperatur 2b;60
39456-9;102788;APAP Ur-sCnc;Score Apgar;61
56953-3;100077;L inter IgM Ser Ql IA;SM AV Intervall;61
47862-8;108157;Insulin p meal SerPl-aCnc;Insulin ja;82
47862-8;108158;Insulin p meal SerPl-aCnc;Insulin nein;74
80600-0;100203;B pert.PT Prmt Nph Ql NAA+probe;PT;100
80600-0;100676;B pert.PT Prmt Nph Ql NAA+probe;PT;100
33819-4;108157;Insulin sp9 p chal SerPl-aCnc;Insulin ja;82
33819-4;108158;Insulin sp9 p chal SerPl-aCnc;Insulin nein;74
43942-2;108157;Insulin Free SerPl-mCnc;Insulin ja;82
43942-2;108158;Insulin Free SerPl-mCnc;Insulin nein;74
9838-4;104245;LKM Ab Titr Ser IF;MS Servoi AF;60
9838-4;104246;LKM Ab Titr Ser IF;MS Servoi Af;60
24127-3;100203;B pert.PT IgG Ser IA-aCnc;PT;100
24127-3;100676;B pert.PT IgG Ser IA-aCnc;PT;100
2746-6;102055;pH BldV;LVP;60
3184-9;103568;ACT Bld;IABP ACAT;62
3184-9;103586;ACT Bld;MS ECMO ACT;60
29536-0;104236;WNV IgM Ser-aCnc;MS Servoi Cdyn;60
47282-9;107849;MCV BldCo;MS DCO2;62
92244-3;103158;Micro resist mut NA change type Islt/Spm;Na;100
92244-3;103190;Micro resist mut NA change type Islt/Spm;Na;100
92244-3;104882;Micro resist mut NA change type Islt/Spm;Na;100
92244-3;104898;Micro resist mut NA change type Islt/Spm;Na;100
92244-3;104923;Micro resist mut NA change type Islt/Spm;Na;100
92244-3;104938;Micro resist mut NA change type Islt/Spm;Na;100
92244-3;110787;Micro resist mut NA change type Islt/Spm;P Na;67
92244-3;110807;Micro resist mut NA change type Islt/Spm;P Na;67
82179-3;100203;B pert.PT Prmt Nph Ql NAA+non-probe;PT;100
82179-3;100676;B pert.PT Prmt Nph Ql NAA+non-probe;PT;100
26035-6;104247;Serotonin Plas-sCnc;MS Servoi CPAP;61
33633-9;107830;HBV preC TAG Mut Ser Ql NAA+probe;PRec;100
58372-4;104973;Meprobamate/Creat Ur;CRRT Temperatur;63
58372-4;104994;Meprobamate/Creat Ur;CRRT Temperatur;63
16551-4;101423;CO2 BldC-sCnc;CO2;100
16551-4;101434;CO2 BldC-sCnc;CO2;100
16551-4;107849;CO2 BldC-sCnc;MS DCO2;60
12181-4;102721;Calcium Fld-sCnc;Calcium;100
12181-4;102743;Calcium Fld-sCnc;Calcium;100
12181-4;102749;Calcium Fld-sCnc;CalciumLoesung;67
12181-4;102753;Calcium Fld-sCnc;Mess CalciumFluss;67
12181-4;102763;Calcium Fld-sCnc;CalciumLoesung;67
12181-4;103054;Calcium Fld-sCnc;Calcium;100
12181-4;103058;Calcium Fld-sCnc;CalciumFiltrat;60
12181-4;103062;Calcium Fld-sCnc;MS Calciumfluss;71
12181-4;104968;Calcium Fld-sCnc;CRRT MS Calciumfluss;61
12181-4;104974;Calcium Fld-sCnc;CRRT CalciumFiltrat;63
12181-4;104995;Calcium Fld-sCnc;CRRT CalciumFiltrat;63
12181-4;105006;Calcium Fld-sCnc;CRRT CalciumLoesung;63
12181-4;107934;Calcium Fld-sCnc;P ADS MS ADS Calcium postFilter;61
12181-4;107935;Calcium Fld-sCnc;P ADS MS ADS Calcium preFilter;61
7044-1;102885;Pip+Tazo Islt Grad strip;MS PIP;67
7044-1;103422;Pip+Tazo Islt Grad strip;MS PIP;67
5259-7;104245;MBP Ab Titr Ser IF;MS Servoi AF;60
5259-7;104246;MBP Ab Titr Ser IF;MS Servoi Af;60
6216-6;110778;P betae IgE Qn;P MS Leitfaehigkeit;61
6216-6;117156;P betae IgE Qn;P MS Leitfaehigkeit;61
27863-0;108157;Insulin 2.5h p chal SerPl-aCnc;Insulin ja;82
27863-0;108158;Insulin 2.5h p chal SerPl-aCnc;Insulin nein;74
8310-5;101007;Body temperature;Temperaturstatus;62
8310-5;102158;Body temperature;Koerpertemperatur;67
8310-5;102583;Body temperature;Temperatur;77
8310-5;102610;Body temperature;Temperatur;77
8310-5;102622;Body temperature;Mess Temperatur;71
8310-5;102623;Body temperature;Mess Temperatur;71
8310-5;102678;Body temperature;Temperatur;77
8310-5;102943;Body temperature;Temperatur;77
8310-5;102956;Body temperature;BM25 Temperatur;77
8310-5;102968;Body temperature;ADM Temperatur;80
8310-5;102980;Body temperature;Temperatur;77
8310-5;102993;Body temperature;BM25 Temperatur;77
8310-5;103007;Body temperature;ADM Temperatur;80
8310-5;103161;Body temperature;Temperatur;77
8310-5;103192;Body temperature;Temperatur;77
8310-5;103229;Body temperature;Temperatur;77
8310-5;103244;Body temperature;Temperatur;77
8310-5;103731;Body temperature;Doku Temperatur;77
8310-5;103734;Body temperature;Doku ECMOTemperatur;69
8310-5;103737;Body temperature;ECMOTemperatur;73
8310-5;103745;Body temperature;BM25 Temperaturstufe;72
8310-5;103746;Body temperature;BM25 Temperaturstufe;72
8310-5;104101;Body temperature;Temperatur1a;71
8310-5;104102;Body temperature;Temperatur1b;71
8310-5;104103;Body temperature;Temperatur2a;71
8310-5;104104;Body temperature;Temperatur2b;71
8310-5;104105;Body temperature;Temperatur3a;71
8310-5;104106;Body temperature;Temperatur3b;71
8310-5;104107;Body temperature;Temperatur 1a;76
8310-5;104108;Body temperature;Temperatur 2a;76
8310-5;104109;Body temperature;Temperatur 2b;83
8310-5;104110;Body temperature;Temperatur 1b;83
8310-5;104111;Body temperature;Temperatur 3a;76
8310-5;104112;Body temperature;Temperatur 3b;83
8310-5;104147;Body temperature;Airvo Temperatur;75
8310-5;104831;Body temperature;Apherese Temperatur;63
8310-5;104844;Body temperature;Apherese Temperatur;63
8310-5;104880;Body temperature;Temperatur;77
8310-5;104896;Body temperature;Temperatur;77
8310-5;104921;Body temperature;Temperatur;77
8310-5;104936;Body temperature;Temperatur;77
8310-5;104973;Body temperature;CRRT Temperatur;71
8310-5;104994;Body temperature;CRRT Temperatur;71
8310-5;106327;Body temperature;MS TemperaturIst;69
8310-5;106333;Body temperature;Temperatur;77
8310-5;106337;Body temperature;Temperatur;77
8310-5;106517;Body temperature;BairHugger Doku Temperatur;62
8310-5;107854;Body temperature;Doku Lufttemperatur;69
8310-5;107857;Body temperature;Doku MS Lufttemperatur;63
8310-5;107860;Body temperature;Lufttemperatur;67
8310-5;107863;Body temperature;Doku Atom Lufttemperatur;65
8310-5;107866;Body temperature;Atom Lufttemperatur;69
8310-5;107939;Body temperature;P ADS ADS Systemtemperatur;63
8310-5;107949;Body temperature;P ADS ADS Systemtemperatur;63
8310-5;108632;Body temperature;BairHugger Temperatur;65
8310-5;108742;Body temperature;P Temperatur DeltaT;69
8310-5;110753;Body temperature;P Temperatur;79
8310-5;110785;Body temperature;P Temperatur;79
8310-5;110805;Body temperature;P Temperatur;79
8310-5;110924;Body temperature;P Temperatur Venoes;69
8310-5;110926;Body temperature;P Temperatur Haut;67
8310-5;110927;Body temperature;P Temperatur Naso;73
8310-5;110928;Body temperature;P Temperatur Oesophagial;60
8310-5;110930;Body temperature;P Temperatur Rektal;63
8310-5;110931;Body temperature;P Temperatur Allg;67
8310-5;110933;Body temperature;P Temperatur Kern;67
8310-5;110934;Body temperature;P Temperatur generic;61
8310-5;110936;Body temperature;P Temperatur Kern;67
8310-5;117157;Body temperature;P MS TemperaturIst;65
8310-5;117161;Body temperature;P TemperaturZiel;75
24462-4;110930;Hepta-CP 24h Ur-mRate;P Temperatur Rektal;60
20388-5;104737;Nitrofurazone Susc Islt;MS Isofluran insp;60
44274-9;108245;C bot Tox Spec IA;Sectio Notsectio;61
60463-7;108157;Insulin Ab Ser-sCnc;Insulin ja;82
60463-7;108158;Insulin Ab Ser-sCnc;Insulin nein;74
27172-6;102721;Calcium 24h Stl-mCnt;Calcium;100
27172-6;102743;Calcium 24h Stl-mCnt;Calcium;100
27172-6;103054;Calcium 24h Stl-mCnt;Calcium;100
27172-6;104968;Calcium 24h Stl-mCnt;CRRT MS Calciumfluss;60
27172-6;107934;Calcium 24h Stl-mCnt;P ADS MS ADS Calcium postFilter;60
10862-1;104245;BM Ab Titr Ser;MS Servoi AF;62
10862-1;104246;BM Ab Titr Ser;MS Servoi Af;62
29636-8;103258;Appearance Stl;ApneaRate;61
13001-3;104973;Mandelate/Creat Ur;CRRT Temperatur;61
13001-3;104994;Mandelate/Creat Ur;CRRT Temperatur;61
10567-6;102742;Citrate Smn-sCnc;CitratLoesung;62
10567-6;102748;Citrate Smn-sCnc;CitratLoesung;62
10567-6;103051;Citrate Smn-sCnc;Citratloesung;62
10567-6;103056;Citrate Smn-sCnc;Citratloesung;62
10567-6;103061;Citrate Smn-sCnc;MS Citratfluss;60
17322-9;102139;N men Ab Ser Ql;Abdomen Nieren;62
17322-9;102140;N men Ab Ser Ql;Abdomen Leber;64
7344-5;108626;Goose Feather IgG Qn;P Lifetherm Neigung;62
30525-0;102045;Age;GEF;67
49010-2;107981;PA ADP PRP-aCnc;P C3 PEEP CPAP;62
49010-2;110820;PA ADP PRP-aCnc;P C3 PEEP CPAP;62
19173-4;101596;AFP Plr-sCnc;Proc AF;63
51479-4;110926;Sperm # Ur Auto;P Temperatur Haut;60
14864-3;102040;pO2 BldCo;p-CO;62
14864-3;107855;pO2 BldCo;Doku O2;62
14864-3;117154;pO2 BldCo;SpO2 l;67
33849-1;107830;Plasma cell prec/leuk NFr Bld Manual;PRec;100
53788-6;103158;Na Urate Cry UrnS Ql Micro;Na;100
53788-6;103190;Na Urate Cry UrnS Ql Micro;Na;100
53788-6;104882;Na Urate Cry UrnS Ql Micro;Na;100
53788-6;104898;Na Urate Cry UrnS Ql Micro;Na;100
53788-6;104923;Na Urate Cry UrnS Ql Micro;Na;100
53788-6;104938;Na Urate Cry UrnS Ql Micro;Na;100
53788-6;110787;Na Urate Cry UrnS Ql Micro;P Na;67
53788-6;110807;Na Urate Cry UrnS Ql Micro;P Na;67
55976-5;108505;pH Fld.NB;P NBP liArm;60
33455-7;103258;Appearance Spt;ApneaRate;61
27874-7;108157;Insulin sp5 p chal SerPl-aCnc;Insulin ja;82
27874-7;108158;Insulin sp5 p chal SerPl-aCnc;Insulin nein;74
33798-0;103265;Creat 2h Ur-sRate;MS BreathRate;60
35168-4;105020;AA SerPl-sCnc;A Sense;60
35168-4;105033;AA SerPl-sCnc;A-Sense;60
787-2;101627;MCV RBC Auto;Proc AMV;60
74097-7;103433;Tacrolimus Bld LC/MS/MS-mCnc;MS i;67
74097-7;107839;Tacrolimus Bld LC/MS/MS-mCnc;MS i;67
74097-7;110780;Tacrolimus Bld LC/MS/MS-mCnc;P MS;67
75756-7;103433;Bacteria Islt MS.MALDI-TOF;MS i;67
75756-7;107839;Bacteria Islt MS.MALDI-TOF;MS i;67
75756-7;110780;Bacteria Islt MS.MALDI-TOF;P MS;67
18475-4;104973;Phe/Creat Ur-sRto;CRRT Temperatur;62
18475-4;104994;Phe/Creat Ur-sRto;CRRT Temperatur;62
16690-0;104973;Creat 72h Ur-mRate;CRRT Temperatur;61
16690-0;104994;Creat 72h Ur-mRate;CRRT Temperatur;61
9335-1;103258;Appearance Fld;ApneaRate;61
8462-4;103045;BP dias;BM25 Dialysat;60
8462-4;103124;BP dias;BM25 Dialysat;60
8462-4;105045;BP dias;BIS;60
